topic_slug	topic_title	category	content_type	left_text	right_text	note	order_index	mastery
square	Square	Basics	VALUE_TABLE	90²	8100	Square recall value	90	100
square	Square	Basics	VALUE_TABLE	91²	8281	Square recall value	91	100
square	Square	Basics	VALUE_TABLE	92²	8464	Square recall value	92	100
square	Square	Basics	VALUE_TABLE	93²	8649	Square recall value	93	100
square	Square	Basics	VALUE_TABLE	94²	8836	Square recall value	94	100
square	Square	Basics	VALUE_TABLE	95²	9025	Square recall value	95	100
square	Square	Basics	VALUE_TABLE	96²	9216	Square recall value	96	100
square	Square	Basics	VALUE_TABLE	97²	9409	Square recall value	97	100
square	Square	Basics	VALUE_TABLE	98²	9604	Square recall value	98	100
square	Square	Basics	VALUE_TABLE	99²	9801	Square recall value	99	100
square	Square	Basics	VALUE_TABLE	100²	10000	Square recall value	100	100
cube	Cube	Basics	VALUE_TABLE	1³	1	Cube recall value	1	16
cube	Cube	Basics	VALUE_TABLE	2³	8	Cube recall value	2	17
cube	Cube	Basics	VALUE_TABLE	3³	27	Cube recall value	3	18
cube	Cube	Basics	VALUE_TABLE	4³	64	Cube recall value	4	19
cube	Cube	Basics	VALUE_TABLE	5³	125	Cube recall value	5	20
cube	Cube	Basics	VALUE_TABLE	6³	216	Cube recall value	6	21
cube	Cube	Basics	VALUE_TABLE	7³	343	Cube recall value	7	22
cube	Cube	Basics	VALUE_TABLE	8³	512	Cube recall value	8	23
cube	Cube	Basics	VALUE_TABLE	9³	729	Cube recall value	9	24
cube	Cube	Basics	VALUE_TABLE	10³	1000	Cube recall value	10	25
cube	Cube	Basics	VALUE_TABLE	11³	1331	Cube recall value	11	26
cube	Cube	Basics	VALUE_TABLE	12³	1728	Cube recall value	12	27
cube	Cube	Basics	VALUE_TABLE	13³	2197	Cube recall value	13	28
cube	Cube	Basics	VALUE_TABLE	14³	2744	Cube recall value	14	29
cube	Cube	Basics	VALUE_TABLE	15³	3375	Cube recall value	15	30
cube	Cube	Basics	VALUE_TABLE	16³	4096	Cube recall value	16	31
cube	Cube	Basics	VALUE_TABLE	17³	4913	Cube recall value	17	32
cube	Cube	Basics	VALUE_TABLE	18³	5832	Cube recall value	18	33
cube	Cube	Basics	VALUE_TABLE	19³	6859	Cube recall value	19	34
cube	Cube	Basics	VALUE_TABLE	20³	8000	Cube recall value	20	35
cube	Cube	Basics	VALUE_TABLE	21³	9261	Cube recall value	21	36
cube	Cube	Basics	VALUE_TABLE	22³	10648	Cube recall value	22	37
cube	Cube	Basics	VALUE_TABLE	23³	12167	Cube recall value	23	38
cube	Cube	Basics	VALUE_TABLE	24³	13824	Cube recall value	24	39
cube	Cube	Basics	VALUE_TABLE	25³	15625	Cube recall value	25	40
cube	Cube	Basics	VALUE_TABLE	26³	17576	Cube recall value	26	41
cube	Cube	Basics	VALUE_TABLE	27³	19683	Cube recall value	27	42
cube	Cube	Basics	VALUE_TABLE	28³	21952	Cube recall value	28	43
cube	Cube	Basics	VALUE_TABLE	29³	24389	Cube recall value	29	44
cube	Cube	Basics	VALUE_TABLE	30³	27000	Cube recall value	30	45
cube	Cube	Basics	VALUE_TABLE	31³	29791	Cube recall value	31	46
cube	Cube	Basics	VALUE_TABLE	32³	32768	Cube recall value	32	47
cube	Cube	Basics	VALUE_TABLE	33³	35937	Cube recall value	33	48
cube	Cube	Basics	VALUE_TABLE	34³	39304	Cube recall value	34	49
cube	Cube	Basics	VALUE_TABLE	35³	42875	Cube recall value	35	50
cube	Cube	Basics	VALUE_TABLE	36³	46656	Cube recall value	36	51
cube	Cube	Basics	VALUE_TABLE	37³	50653	Cube recall value	37	52
cube	Cube	Basics	VALUE_TABLE	38³	54872	Cube recall value	38	53
cube	Cube	Basics	VALUE_TABLE	39³	59319	Cube recall value	39	54
cube	Cube	Basics	VALUE_TABLE	40³	64000	Cube recall value	40	55
cube	Cube	Basics	VALUE_TABLE	41³	68921	Cube recall value	41	56
cube	Cube	Basics	VALUE_TABLE	42³	74088	Cube recall value	42	57
cube	Cube	Basics	VALUE_TABLE	43³	79507	Cube recall value	43	58
cube	Cube	Basics	VALUE_TABLE	44³	85184	Cube recall value	44	59
cube	Cube	Basics	VALUE_TABLE	45³	91125	Cube recall value	45	60
cube	Cube	Basics	VALUE_TABLE	46³	97336	Cube recall value	46	61
cube	Cube	Basics	VALUE_TABLE	47³	103823	Cube recall value	47	62
cube	Cube	Basics	VALUE_TABLE	48³	110592	Cube recall value	48	63
cube	Cube	Basics	VALUE_TABLE	49³	117649	Cube recall value	49	64
cube	Cube	Basics	VALUE_TABLE	50³	125000	Cube recall value	50	65
square_root	Square Root	Basics	VALUE_TABLE	√1	1	Perfect square root	1	21
square_root	Square Root	Basics	VALUE_TABLE	√4	2	Perfect square root	2	22
square_root	Square Root	Basics	VALUE_TABLE	√9	3	Perfect square root	3	23
square_root	Square Root	Basics	VALUE_TABLE	√16	4	Perfect square root	4	24
square_root	Square Root	Basics	VALUE_TABLE	√25	5	Perfect square root	5	25
square_root	Square Root	Basics	VALUE_TABLE	√36	6	Perfect square root	6	26
square_root	Square Root	Basics	VALUE_TABLE	√49	7	Perfect square root	7	27
square_root	Square Root	Basics	VALUE_TABLE	√64	8	Perfect square root	8	28
square_root	Square Root	Basics	VALUE_TABLE	√81	9	Perfect square root	9	29
square_root	Square Root	Basics	VALUE_TABLE	√100	10	Perfect square root	10	30
square_root	Square Root	Basics	VALUE_TABLE	√121	11	Perfect square root	11	31
square_root	Square Root	Basics	VALUE_TABLE	√144	12	Perfect square root	12	32
square_root	Square Root	Basics	VALUE_TABLE	√169	13	Perfect square root	13	33
square_root	Square Root	Basics	VALUE_TABLE	√196	14	Perfect square root	14	34
square_root	Square Root	Basics	VALUE_TABLE	√225	15	Perfect square root	15	35
square_root	Square Root	Basics	VALUE_TABLE	√256	16	Perfect square root	16	36
square_root	Square Root	Basics	VALUE_TABLE	√289	17	Perfect square root	17	37
square_root	Square Root	Basics	VALUE_TABLE	√324	18	Perfect square root	18	38
square_root	Square Root	Basics	VALUE_TABLE	√361	19	Perfect square root	19	39
square_root	Square Root	Basics	VALUE_TABLE	√400	20	Perfect square root	20	40
square_root	Square Root	Basics	VALUE_TABLE	√441	21	Perfect square root	21	41
square_root	Square Root	Basics	VALUE_TABLE	√484	22	Perfect square root	22	42
square_root	Square Root	Basics	VALUE_TABLE	√529	23	Perfect square root	23	43
square_root	Square Root	Basics	VALUE_TABLE	√576	24	Perfect square root	24	44
square_root	Square Root	Basics	VALUE_TABLE	√625	25	Perfect square root	25	45
square_root	Square Root	Basics	VALUE_TABLE	√676	26	Perfect square root	26	46
square_root	Square Root	Basics	VALUE_TABLE	√729	27	Perfect square root	27	47
square_root	Square Root	Basics	VALUE_TABLE	√784	28	Perfect square root	28	48
square_root	Square Root	Basics	VALUE_TABLE	√841	29	Perfect square root	29	49
square_root	Square Root	Basics	VALUE_TABLE	√900	30	Perfect square root	30	50
square_root	Square Root	Basics	VALUE_TABLE	√961	31	Perfect square root	31	51
square_root	Square Root	Basics	VALUE_TABLE	√1024	32	Perfect square root	32	52
square_root	Square Root	Basics	VALUE_TABLE	√1089	33	Perfect square root	33	53
square_root	Square Root	Basics	VALUE_TABLE	√1156	34	Perfect square root	34	54
square_root	Square Root	Basics	VALUE_TABLE	√1225	35	Perfect square root	35	55
square_root	Square Root	Basics	VALUE_TABLE	√1296	36	Perfect square root	36	56
square_root	Square Root	Basics	VALUE_TABLE	√1369	37	Perfect square root	37	57
square_root	Square Root	Basics	VALUE_TABLE	√1444	38	Perfect square root	38	58
square_root	Square Root	Basics	VALUE_TABLE	√1521	39	Perfect square root	39	59
square_root	Square Root	Basics	VALUE_TABLE	√1600	40	Perfect square root	40	60
square_root	Square Root	Basics	VALUE_TABLE	√1681	41	Perfect square root	41	61
square_root	Square Root	Basics	VALUE_TABLE	√1764	42	Perfect square root	42	62
square_root	Square Root	Basics	VALUE_TABLE	√1849	43	Perfect square root	43	63
square_root	Square Root	Basics	VALUE_TABLE	√1936	44	Perfect square root	44	64
square_root	Square Root	Basics	VALUE_TABLE	√2025	45	Perfect square root	45	65
square_root	Square Root	Basics	VALUE_TABLE	√2116	46	Perfect square root	46	66
square_root	Square Root	Basics	VALUE_TABLE	√2209	47	Perfect square root	47	67
square_root	Square Root	Basics	VALUE_TABLE	√2304	48	Perfect square root	48	68
square_root	Square Root	Basics	VALUE_TABLE	√2401	49	Perfect square root	49	69
square_root	Square Root	Basics	VALUE_TABLE	√2500	50	Perfect square root	50	70
square_root	Square Root	Basics	VALUE_TABLE	√2601	51	Perfect square root	51	71
square_root	Square Root	Basics	VALUE_TABLE	√2704	52	Perfect square root	52	72
square_root	Square Root	Basics	VALUE_TABLE	√2809	53	Perfect square root	53	73
square_root	Square Root	Basics	VALUE_TABLE	√2916	54	Perfect square root	54	74
square_root	Square Root	Basics	VALUE_TABLE	√3025	55	Perfect square root	55	75
square_root	Square Root	Basics	VALUE_TABLE	√3136	56	Perfect square root	56	76
square_root	Square Root	Basics	VALUE_TABLE	√3249	57	Perfect square root	57	77
square_root	Square Root	Basics	VALUE_TABLE	√3364	58	Perfect square root	58	78
square_root	Square Root	Basics	VALUE_TABLE	√3481	59	Perfect square root	59	79
square_root	Square Root	Basics	VALUE_TABLE	√3600	60	Perfect square root	60	80
square_root	Square Root	Basics	VALUE_TABLE	√3721	61	Perfect square root	61	81
square_root	Square Root	Basics	VALUE_TABLE	√3844	62	Perfect square root	62	82
square_root	Square Root	Basics	VALUE_TABLE	√3969	63	Perfect square root	63	83
square_root	Square Root	Basics	VALUE_TABLE	√4096	64	Perfect square root	64	84
square_root	Square Root	Basics	VALUE_TABLE	√4225	65	Perfect square root	65	85
square_root	Square Root	Basics	VALUE_TABLE	√4356	66	Perfect square root	66	86
square_root	Square Root	Basics	VALUE_TABLE	√4489	67	Perfect square root	67	87
square_root	Square Root	Basics	VALUE_TABLE	√4624	68	Perfect square root	68	88
square_root	Square Root	Basics	VALUE_TABLE	√4761	69	Perfect square root	69	89
square_root	Square Root	Basics	VALUE_TABLE	√4900	70	Perfect square root	70	90
square_root	Square Root	Basics	VALUE_TABLE	√5041	71	Perfect square root	71	91
square_root	Square Root	Basics	VALUE_TABLE	√5184	72	Perfect square root	72	92
square_root	Square Root	Basics	VALUE_TABLE	√5329	73	Perfect square root	73	93
square_root	Square Root	Basics	VALUE_TABLE	√5476	74	Perfect square root	74	94
square_root	Square Root	Basics	VALUE_TABLE	√5625	75	Perfect square root	75	95
square_root	Square Root	Basics	VALUE_TABLE	√5776	76	Perfect square root	76	96
square_root	Square Root	Basics	VALUE_TABLE	√5929	77	Perfect square root	77	97
square_root	Square Root	Basics	VALUE_TABLE	√6084	78	Perfect square root	78	98
square_root	Square Root	Basics	VALUE_TABLE	√6241	79	Perfect square root	79	99
square_root	Square Root	Basics	VALUE_TABLE	√6400	80	Perfect square root	80	100
square_root	Square Root	Basics	VALUE_TABLE	√6561	81	Perfect square root	81	100
square_root	Square Root	Basics	VALUE_TABLE	√6724	82	Perfect square root	82	100
square_root	Square Root	Basics	VALUE_TABLE	√6889	83	Perfect square root	83	100
square_root	Square Root	Basics	VALUE_TABLE	√7056	84	Perfect square root	84	100
square_root	Square Root	Basics	VALUE_TABLE	√7225	85	Perfect square root	85	100
square_root	Square Root	Basics	VALUE_TABLE	√7396	86	Perfect square root	86	100
square_root	Square Root	Basics	VALUE_TABLE	√7569	87	Perfect square root	87	100
square_root	Square Root	Basics	VALUE_TABLE	√7744	88	Perfect square root	88	100
square_root	Square Root	Basics	VALUE_TABLE	√7921	89	Perfect square root	89	100
square_root	Square Root	Basics	VALUE_TABLE	√8100	90	Perfect square root	90	100
square_root	Square Root	Basics	VALUE_TABLE	√8281	91	Perfect square root	91	100
square_root	Square Root	Basics	VALUE_TABLE	√8464	92	Perfect square root	92	100
square_root	Square Root	Basics	VALUE_TABLE	√8649	93	Perfect square root	93	100
square_root	Square Root	Basics	VALUE_TABLE	√8836	94	Perfect square root	94	100
square_root	Square Root	Basics	VALUE_TABLE	√9025	95	Perfect square root	95	100
square_root	Square Root	Basics	VALUE_TABLE	√9216	96	Perfect square root	96	100
square_root	Square Root	Basics	VALUE_TABLE	√9409	97	Perfect square root	97	100
square_root	Square Root	Basics	VALUE_TABLE	√9604	98	Perfect square root	98	100
square_root	Square Root	Basics	VALUE_TABLE	√9801	99	Perfect square root	99	100
square_root	Square Root	Basics	VALUE_TABLE	√10000	100	Perfect square root	100	100
cube_root	Cube Root	Basics	VALUE_TABLE	∛1	1	Perfect cube root	1	16
cube_root	Cube Root	Basics	VALUE_TABLE	∛8	2	Perfect cube root	2	17
cube_root	Cube Root	Basics	VALUE_TABLE	∛27	3	Perfect cube root	3	18
cube_root	Cube Root	Basics	VALUE_TABLE	∛64	4	Perfect cube root	4	19
cube_root	Cube Root	Basics	VALUE_TABLE	∛125	5	Perfect cube root	5	20
cube_root	Cube Root	Basics	VALUE_TABLE	∛216	6	Perfect cube root	6	21
cube_root	Cube Root	Basics	VALUE_TABLE	∛343	7	Perfect cube root	7	22
cube_root	Cube Root	Basics	VALUE_TABLE	∛512	8	Perfect cube root	8	23
cube_root	Cube Root	Basics	VALUE_TABLE	∛729	9	Perfect cube root	9	24
cube_root	Cube Root	Basics	VALUE_TABLE	∛1000	10	Perfect cube root	10	25
cube_root	Cube Root	Basics	VALUE_TABLE	∛1331	11	Perfect cube root	11	26
cube_root	Cube Root	Basics	VALUE_TABLE	∛1728	12	Perfect cube root	12	27
cube_root	Cube Root	Basics	VALUE_TABLE	∛2197	13	Perfect cube root	13	28
cube_root	Cube Root	Basics	VALUE_TABLE	∛2744	14	Perfect cube root	14	29
cube_root	Cube Root	Basics	VALUE_TABLE	∛3375	15	Perfect cube root	15	30
cube_root	Cube Root	Basics	VALUE_TABLE	∛4096	16	Perfect cube root	16	31
cube_root	Cube Root	Basics	VALUE_TABLE	∛4913	17	Perfect cube root	17	32
cube_root	Cube Root	Basics	VALUE_TABLE	∛5832	18	Perfect cube root	18	33
cube_root	Cube Root	Basics	VALUE_TABLE	∛6859	19	Perfect cube root	19	34
cube_root	Cube Root	Basics	VALUE_TABLE	∛8000	20	Perfect cube root	20	35
cube_root	Cube Root	Basics	VALUE_TABLE	∛9261	21	Perfect cube root	21	36
cube_root	Cube Root	Basics	VALUE_TABLE	∛10648	22	Perfect cube root	22	37
cube_root	Cube Root	Basics	VALUE_TABLE	∛12167	23	Perfect cube root	23	38
cube_root	Cube Root	Basics	VALUE_TABLE	∛13824	24	Perfect cube root	24	39
cube_root	Cube Root	Basics	VALUE_TABLE	∛15625	25	Perfect cube root	25	40
cube_root	Cube Root	Basics	VALUE_TABLE	∛17576	26	Perfect cube root	26	41
cube_root	Cube Root	Basics	VALUE_TABLE	∛19683	27	Perfect cube root	27	42
cube_root	Cube Root	Basics	VALUE_TABLE	∛21952	28	Perfect cube root	28	43
cube_root	Cube Root	Basics	VALUE_TABLE	∛24389	29	Perfect cube root	29	44
cube_root	Cube Root	Basics	VALUE_TABLE	∛27000	30	Perfect cube root	30	45
cube_root	Cube Root	Basics	VALUE_TABLE	∛29791	31	Perfect cube root	31	46
cube_root	Cube Root	Basics	VALUE_TABLE	∛32768	32	Perfect cube root	32	47
cube_root	Cube Root	Basics	VALUE_TABLE	∛35937	33	Perfect cube root	33	48
cube_root	Cube Root	Basics	VALUE_TABLE	∛39304	34	Perfect cube root	34	49
cube_root	Cube Root	Basics	VALUE_TABLE	∛42875	35	Perfect cube root	35	50
cube_root	Cube Root	Basics	VALUE_TABLE	∛46656	36	Perfect cube root	36	51
cube_root	Cube Root	Basics	VALUE_TABLE	∛50653	37	Perfect cube root	37	52
cube_root	Cube Root	Basics	VALUE_TABLE	∛54872	38	Perfect cube root	38	53
cube_root	Cube Root	Basics	VALUE_TABLE	∛59319	39	Perfect cube root	39	54
cube_root	Cube Root	Basics	VALUE_TABLE	∛64000	40	Perfect cube root	40	55
cube_root	Cube Root	Basics	VALUE_TABLE	∛68921	41	Perfect cube root	41	56
cube_root	Cube Root	Basics	VALUE_TABLE	∛74088	42	Perfect cube root	42	57
cube_root	Cube Root	Basics	VALUE_TABLE	∛79507	43	Perfect cube root	43	58
cube_root	Cube Root	Basics	VALUE_TABLE	∛85184	44	Perfect cube root	44	59
cube_root	Cube Root	Basics	VALUE_TABLE	∛91125	45	Perfect cube root	45	60
cube_root	Cube Root	Basics	VALUE_TABLE	∛97336	46	Perfect cube root	46	61
cube_root	Cube Root	Basics	VALUE_TABLE	∛103823	47	Perfect cube root	47	62
cube_root	Cube Root	Basics	VALUE_TABLE	∛110592	48	Perfect cube root	48	63
cube_root	Cube Root	Basics	VALUE_TABLE	∛117649	49	Perfect cube root	49	64
cube_root	Cube Root	Basics	VALUE_TABLE	∛125000	50	Perfect cube root	50	65
table	Table	Basics	VALUE_TABLE	12 × 1	12	Default 12 table recall	1	51
table	Table	Basics	VALUE_TABLE	12 × 2	24	Default 12 table recall	2	52
table	Table	Basics	VALUE_TABLE	12 × 3	36	Default 12 table recall	3	53
table	Table	Basics	VALUE_TABLE	12 × 4	48	Default 12 table recall	4	54
table	Table	Basics	VALUE_TABLE	12 × 5	60	Default 12 table recall	5	55
table	Table	Basics	VALUE_TABLE	12 × 6	72	Default 12 table recall	6	56
table	Table	Basics	VALUE_TABLE	12 × 7	84	Default 12 table recall	7	57
table	Table	Basics	VALUE_TABLE	12 × 8	96	Default 12 table recall	8	58
table	Table	Basics	VALUE_TABLE	12 × 9	108	Default 12 table recall	9	59
table	Table	Basics	VALUE_TABLE	12 × 10	120	Default 12 table recall	10	60
table	Table	Basics	VALUE_TABLE	12 × 11	132	Default 12 table recall	11	61
table	Table	Basics	VALUE_TABLE	12 × 12	144	Default 12 table recall	12	62
table	Table	Basics	VALUE_TABLE	12 × 13	156	Default 12 table recall	13	63
table	Table	Basics	VALUE_TABLE	12 × 14	168	Default 12 table recall	14	64
table	Table	Basics	VALUE_TABLE	12 × 15	180	Default 12 table recall	15	65
table	Table	Basics	VALUE_TABLE	12 × 16	192	Default 12 table recall	16	66
table	Table	Basics	VALUE_TABLE	12 × 17	204	Default 12 table recall	17	67
table	Table	Basics	VALUE_TABLE	12 × 18	216	Default 12 table recall	18	68
table	Table	Basics	VALUE_TABLE	12 × 19	228	Default 12 table recall	19	69
table	Table	Basics	VALUE_TABLE	12 × 20	240	Default 12 table recall	20	70
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 0°	0	Standard angle value	1	41
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 30°	1/2	Standard angle value	2	42
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 45°	√2/2	Standard angle value	3	43
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 60°	√3/2	Standard angle value	4	44
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 90°	1	Standard angle value	5	45
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 0°	1	Standard angle value	6	46
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 30°	√3/2	Standard angle value	7	47
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 45°	√2/2	Standard angle value	8	48
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 60°	1/2	Standard angle value	9	49
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 90°	0	Standard angle value	10	50
trigonometry	Trigonometry	Basics	VALUE_TABLE	tan 0°	0	Standard angle value	11	51
trigonometry	Trigonometry	Basics	VALUE_TABLE	tan 30°	1/√3	Standard angle value	12	52
trigonometry	Trigonometry	Basics	VALUE_TABLE	tan 45°	1	Standard angle value	13	53
trigonometry	Trigonometry	Basics	VALUE_TABLE	tan 60°	√3	Standard angle value	14	54
trigonometry	Trigonometry	Basics	VALUE_TABLE	tan 90°	Undefined	Standard angle value	15	55
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 120°	√3/2	Standard angle value	16	56
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 120°	-1/2	Standard angle value	17	57
trigonometry	Trigonometry	Basics	VALUE_TABLE	tan 120°	-√3	Standard angle value	18	58
trigonometry	Trigonometry	Basics	VALUE_TABLE	sin 180°	0	Standard angle value	19	59
trigonometry	Trigonometry	Basics	VALUE_TABLE	cos 180°	-1	Standard angle value	20	60
fraction	Fraction	Basics	VALUE_TABLE	1/2	50%	Common fraction conversion	1	56
fraction	Fraction	Basics	VALUE_TABLE	1/3	33.33%	Common fraction conversion	2	57
fraction	Fraction	Basics	VALUE_TABLE	1/4	25%	Common fraction conversion	3	58
fraction	Fraction	Basics	VALUE_TABLE	1/5	20%	Common fraction conversion	4	59
fraction	Fraction	Basics	VALUE_TABLE	1/6	16.67%	Common fraction conversion	5	60
fraction	Fraction	Basics	VALUE_TABLE	1/7	14.28%	Common fraction conversion	6	61
fraction	Fraction	Basics	VALUE_TABLE	1/8	12.5%	Common fraction conversion	7	62
fraction	Fraction	Basics	VALUE_TABLE	1/9	11.11%	Common fraction conversion	8	63
fraction	Fraction	Basics	VALUE_TABLE	1/10	10%	Common fraction conversion	9	64
fraction	Fraction	Basics	VALUE_TABLE	2/3	66.67%	Common fraction conversion	10	65
fraction	Fraction	Basics	VALUE_TABLE	3/4	75%	Common fraction conversion	11	66
fraction	Fraction	Basics	VALUE_TABLE	3/8	37.5%	Common fraction conversion	12	67
fraction	Fraction	Basics	VALUE_TABLE	5/8	62.5%	Common fraction conversion	13	68
fraction	Fraction	Basics	VALUE_TABLE	7/8	87.5%	Common fraction conversion	14	69
